score,threshold,TP,FP,FDR,precision,all_truth_recall,TP_retention,reportable_truth_recall,coverage,solver_FN,post_solver_true_loss
flexible_identity_score,8.3389428673181e-07,69,26,0.2736842105263158,0.7263157894736842,0.552,0.552,0.552,0.45023696682464454,0,56
flexible_identity_score,7.835917641975595e-07,70,26,0.2708333333333333,0.7291666666666666,0.56,0.56,0.56,0.4549763033175355,0,55
flexible_identity_score,7.584926489794164e-07,71,26,0.26804123711340205,0.7319587628865979,0.568,0.568,0.568,0.4597156398104265,0,54
flexible_identity_score,7.365966450058248e-07,72,26,0.2653061224489796,0.7346938775510204,0.576,0.576,0.576,0.46445497630331756,0,53
flexible_identity_score,7.016611445410946e-07,72,27,0.2727272727272727,0.7272727272727273,0.576,0.576,0.576,0.46919431279620855,0,53
flexible_identity_score,6.329153730976976e-07,72,28,0.28,0.72,0.576,0.576,0.576,0.47393364928909953,0,53
flexible_identity_score,6.237587082140484e-07,72,29,0.2871287128712871,0.7128712871287128,0.576,0.576,0.576,0.4786729857819905,0,53
flexible_identity_score,6.119039321049196e-07,73,29,0.28431372549019607,0.7156862745098039,0.584,0.584,0.584,0.4834123222748815,0,52
flexible_identity_score,5.779372767104771e-07,73,30,0.2912621359223301,0.7087378640776699,0.584,0.584,0.584,0.4881516587677725,0,52
flexible_identity_score,5.545946550008857e-07,73,31,0.2980769230769231,0.7019230769230769,0.584,0.584,0.584,0.4928909952606635,0,52
flexible_identity_score,5.08345813879453e-07,74,31,0.29523809523809524,0.7047619047619048,0.592,0.592,0.592,0.4976303317535545,0,51
flexible_identity_score,4.516395443557241e-07,75,31,0.29245283018867924,0.7075471698113207,0.6,0.6,0.6,0.5023696682464455,0,50
flexible_identity_score,4.351584161227816e-07,75,32,0.29906542056074764,0.7009345794392523,0.6,0.6,0.6,0.5071090047393365,0,50
flexible_identity_score,4.253962231562589e-07,75,33,0.3055555555555556,0.6944444444444444,0.6,0.6,0.6,0.5118483412322274,0,50
flexible_identity_score,4.2103764843025156e-07,75,34,0.3119266055045872,0.6880733944954128,0.6,0.6,0.6,0.5165876777251185,0,50
flexible_identity_score,4.200140947451348e-07,75,35,0.3181818181818182,0.6818181818181818,0.6,0.6,0.6,0.5213270142180095,0,50
flexible_identity_score,4.0175550581222277e-07,76,35,0.3153153153153153,0.6846846846846847,0.608,0.608,0.608,0.5260663507109005,0,49
flexible_identity_score,3.807972723514539e-07,77,35,0.3125,0.6875,0.616,0.616,0.616,0.5308056872037915,0,48
flexible_identity_score,3.74601434229817e-07,77,36,0.3185840707964602,0.6814159292035398,0.616,0.616,0.616,0.5355450236966824,0,48
flexible_identity_score,3.4022131704456206e-07,78,36,0.3157894736842105,0.6842105263157895,0.624,0.624,0.624,0.5402843601895735,0,47
flexible_identity_score,3.2971314001170527e-07,79,36,0.3130434782608696,0.6869565217391305,0.632,0.632,0.632,0.5450236966824644,0,46
flexible_identity_score,3.1597664625418036e-07,80,36,0.3103448275862069,0.6896551724137931,0.64,0.64,0.64,0.5497630331753555,0,45
flexible_identity_score,3.151773254559283e-07,81,36,0.3076923076923077,0.6923076923076923,0.648,0.648,0.648,0.5545023696682464,0,44
flexible_identity_score,3.147222584272269e-07,81,37,0.3135593220338983,0.6864406779661016,0.648,0.648,0.648,0.5592417061611374,0,44
flexible_identity_score,2.770070800528333e-07,81,38,0.31932773109243695,0.680672268907563,0.648,0.648,0.648,0.5639810426540285,0,44
flexible_identity_score,2.762690298485109e-07,81,39,0.325,0.675,0.648,0.648,0.648,0.5687203791469194,0,44
flexible_identity_score,2.6367233483353106e-07,81,40,0.3305785123966942,0.6694214876033058,0.648,0.648,0.648,0.5734597156398105,0,44
flexible_identity_score,2.5567806307253274e-07,81,41,0.3360655737704918,0.6639344262295082,0.648,0.648,0.648,0.5781990521327014,0,44
flexible_identity_score,2.4713599009647503e-07,81,42,0.34146341463414637,0.6585365853658537,0.648,0.648,0.648,0.5829383886255924,0,44
flexible_identity_score,2.2289444898355745e-07,81,43,0.3467741935483871,0.6532258064516129,0.648,0.648,0.648,0.5876777251184834,0,44
flexible_identity_score,1.7501857016036884e-07,81,44,0.352,0.648,0.648,0.648,0.648,0.5924170616113744,0,44
flexible_identity_score,1.6383976596630502e-07,82,44,0.3492063492063492,0.6507936507936508,0.656,0.656,0.656,0.5971563981042654,0,43
flexible_identity_score,1.5864917163114343e-07,83,44,0.3464566929133858,0.6535433070866141,0.664,0.664,0.664,0.6018957345971564,0,42
flexible_identity_score,1.5266917701321894e-07,84,44,0.34375,0.65625,0.672,0.672,0.672,0.6066350710900474,0,41
flexible_identity_score,1.3256459675436115e-07,84,45,0.3488372093023256,0.6511627906976745,0.672,0.672,0.672,0.6113744075829384,0,41
flexible_identity_score,1.109341933726084e-07,84,46,0.35384615384615387,0.6461538461538462,0.672,0.672,0.672,0.6161137440758294,0,41
flexible_identity_score,9.837138371643898e-08,85,46,0.3511450381679389,0.648854961832061,0.68,0.68,0.68,0.6208530805687204,0,40
flexible_identity_score,9.711979015666611e-08,86,46,0.3484848484848485,0.6515151515151515,0.688,0.688,0.688,0.6255924170616114,0,39
flexible_identity_score,7.622128029691028e-08,87,46,0.3458646616541353,0.6541353383458647,0.696,0.696,0.696,0.6303317535545023,0,38
flexible_identity_score,7.500430488580267e-08,88,46,0.34328358208955223,0.6567164179104478,0.704,0.704,0.704,0.6350710900473934,0,37
flexible_identity_score,7.268662908868267e-08,88,47,0.34814814814814815,0.6518518518518519,0.704,0.704,0.704,0.6398104265402843,0,37
flexible_identity_score,6.732245095550349e-08,89,47,0.34558823529411764,0.6544117647058824,0.712,0.712,0.712,0.6445497630331753,0,36
flexible_identity_score,5.4445217483585094e-08,89,48,0.35036496350364965,0.6496350364963503,0.712,0.712,0.712,0.6492890995260664,0,36
flexible_identity_score,5.4158103424666987e-08,90,48,0.34782608695652173,0.6521739130434783,0.72,0.72,0.72,0.6540284360189573,0,35
flexible_identity_score,4.5713577069524374e-08,90,49,0.35251798561151076,0.6474820143884892,0.72,0.72,0.72,0.6587677725118484,0,35
flexible_identity_score,3.778616644468869e-08,90,50,0.35714285714285715,0.6428571428571429,0.72,0.72,0.72,0.6635071090047393,0,35
flexible_identity_score,2.5022549560854962e-08,90,51,0.3617021276595745,0.6382978723404256,0.72,0.72,0.72,0.6682464454976303,0,35
flexible_identity_score,2.2358374374515317e-08,90,52,0.36619718309859156,0.6338028169014085,0.72,0.72,0.72,0.6729857819905213,0,35
flexible_identity_score,2.0504380845487656e-08,91,52,0.36363636363636365,0.6363636363636364,0.728,0.728,0.728,0.6777251184834123,0,34
flexible_identity_score,4.217814025183886e-09,91,53,0.3680555555555556,0.6319444444444444,0.728,0.728,0.728,0.6824644549763034,0,34
flexible_identity_score,2.241066885605576e-09,91,54,0.3724137931034483,0.6275862068965518,0.728,0.728,0.728,0.6872037914691943,0,34
flexible_identity_score,1.929879567879646e-09,91,55,0.3767123287671233,0.6232876712328768,0.728,0.728,0.728,0.6919431279620853,0,34
flexible_identity_score,6.244560530224574e-10,92,55,0.3741496598639456,0.6258503401360545,0.736,0.736,0.736,0.6966824644549763,0,33
flexible_identity_score,5.117734628531919e-10,93,55,0.3716216216216216,0.6283783783783784,0.744,0.744,0.744,0.7014218009478673,0,32
flexible_identity_score,0.0,125,86,0.4075829383886256,0.5924170616113744,1.0,1.0,1.0,1.0,0,0
