dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero,domain,K,reportable_truth
D0__CAL_R1_K125,CAL,R1,K125,125,293,PE-H__0189,PE 18:3_22:6,0.0059733255060710816,True,True,False,5.475258867117498e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,294,PE-H__0200,PE 20:0_20:3,0.010315487881956452,True,True,False,8.806876735046853e-08,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,295,PE-H__0201,PE 20:0_20:4,0.002361450287723524,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,297,PE-H__0218,PE 20:1_20:2,0.004024922574789006,False,False,False,1.165205939056958e-26,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,301,PE-H__0236,PE 20:2_20:2,0.0017061046139287919,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,302,PE-H__0237,PE 20:2_20:3,0.005896017342760689,True,True,False,2.385732515278643e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,303,PE-H__0238,PE 20:2_20:4,0.0010304375324003232,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,304,PE-H__0239,PE 20:2_20:5,0.0034013963253739224,False,False,False,1.4136932895057186e-26,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,307,PE-H__0256,PE 20:3_20:5,0.0027438465534158443,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,308,PE-H__0271,PE 20:4_20:4,0.011653001926506637,True,True,False,4.262769339867913e-06,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,309,PE-H__0272,PE 20:4_20:5,0.0013230746594171318,False,False,False,2.363317650997381e-25,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,313,PE-H__0444,PE 15:0_22:1,0.004813138507180524,False,False,False,2.5995709382370808e-23,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,314,PE-H__0445,PE 15:0_22:2,0.013492438496698077,True,True,False,1.6600322591554359e-06,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,315,PE-H__0446,PE 15:0_22:3,0.0010885113682157714,False,False,False,1.158908994518901e-24,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,316,PE-H__0447,PE 15:0_22:4,0.012003900062931266,True,True,False,7.06440132094117e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,317,PE-H__0448,PE 15:0_22:5,0.013982360347701204,False,False,False,1.2815875096822179e-22,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,318,PE-H__0449,PE 15:0_22:6,0.003454079108928659,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,322,PE-H__0461,PE 17:0_20:2,0.007481591778253027,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,324,PE-H__0463,PE 17:0_20:4,0.010912964951176182,False,False,False,2.1713157718078486e-22,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,325,PE-H__0464,PE 17:0_20:5,0.021593828455884336,True,True,False,2.0171080135319317e-05,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,328,PE-H__0467,PE 17:0_22:2,0.0021902564512163033,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,329,PE-H__0468,PE 17:0_22:3,0.0029976330231662254,False,False,False,8.405613239142209e-27,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,330,PE-H__0469,PE 17:0_22:4,0.0032328555252437836,False,False,False,8.9668908852056e-24,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,334,PE-H__0482,PE 17:1_20:1,0.002740456728356247,False,False,False,2.1733406610735457e-26,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,336,PE-H__0484,PE 17:1_20:3,0.017662044572008487,True,True,False,6.967404128069775e-06,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,337,PE-H__0485,PE 17:1_20:4,0.0043354500317124445,False,False,False,9.272291587221802e-23,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,341,PE-H__0489,PE 17:1_22:2,0.003634612596888267,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,342,PE-H__0490,PE 17:1_22:3,0.00804265988222405,True,True,False,1.5900192332243566e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,343,PE-H__0491,PE 17:1_22:4,0.018245928294640088,False,False,False,1.1450410048084573e-22,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,344,PE-H__0492,PE 17:1_22:5,0.012185024167247316,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,345,PE-H__0493,PE 17:1_22:6,0.005974257345745592,True,True,False,2.525574698735374e-06,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,347,PEO-H__0051,PE O-14:0_24:1,0.008149443906297293,True,True,False,5.46094732716863e-08,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,354,PEO-H__0072,PE O-16:0_22:1,0.014601440661913845,True,True,False,3.222751218587586e-08,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,355,PEO-H__0073,PE O-16:0_22:2,0.003388699649407238,False,False,False,8.150376246134448e-30,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,358,PEO-H__0076,PE O-16:0_22:5,0.015868246413175056,True,True,False,1.8570595369256261e-06,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,360,PEO-H__0078,PE O-16:0_24:0,0.02687533957249686,True,True,False,6.604443472747225e-05,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,361,PEO-H__0079,PE O-16:0_24:1,0.027944579213944044,True,True,False,7.274287026343985e-06,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,363,PEO-H__0081,PE O-16:0_24:3,0.010712912168942813,False,False,False,1.0091204151406944e-22,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,365,PEO-H__0083,PE O-16:0_24:5,0.0015383020451198218,False,False,False,1.9608123207747025e-26,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,367,PEO-H__0099,PE O-16:1_22:0,0.001608290168791479,False,False,False,9.724903657600866e-23,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,369,PEO-H__0101,PE O-16:1_22:2,0.014670445680918154,True,True,False,1.8612353264883748e-08,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,370,PEO-H__0102,PE O-16:1_22:3,0.004977475081347999,True,True,False,5.8795511474146755e-09,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,371,PEO-H__0103,PE O-16:1_22:4,0.01926475250786471,False,False,False,4.813938168266682e-22,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,372,PEO-H__0104,PE O-16:1_22:5,0.019436906394679057,True,True,False,5.819321075421742e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,374,PEO-H__0107,PE O-16:1_24:1,0.006985208382528736,False,False,False,5.758814456410715e-23,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,375,PEO-H__0108,PE O-16:1_24:2,0.001288973769318443,False,False,False,2.159104454744487e-27,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,376,PEO-H__0109,PE O-16:1_24:3,0.008862067108701722,True,True,False,9.477564480662457e-08,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,378,PEO-H__0111,PE O-16:1_24:5,0.0015565874698238577,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,381,PEO-H__0122,PE O-18:0_20:1,0.0029782572639679068,False,False,False,2.829422697746792e-30,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,383,PEO-H__0124,PE O-18:0_20:3,0.006307843036095205,True,True,False,3.099325153130378e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,385,PEO-H__0126,PE O-18:0_20:5,0.0027616555834841503,False,False,False,5.513987874819785e-22,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,387,PEO-H__0128,PE O-18:0_22:1,0.0049485961600882495,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,388,PEO-H__0129,PE O-18:0_22:2,0.0030800828280532723,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,391,PEO-H__0132,PE O-18:0_22:5,0.005328411778221407,False,False,False,6.254754920474753e-22,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,395,PEO-H__0151,PE O-18:1_20:2,0.001623975015287808,False,False,False,7.362794133527566e-22,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,396,PEO-H__0152,PE O-18:1_20:3,0.011774575196951726,True,True,False,2.788950520725387e-09,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,398,PEO-H__0154,PE O-18:1_20:5,0.0012176890154780675,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,399,PEO-H__0155,PE O-18:1_22:0,0.01364995578928468,True,True,False,5.821826165045996e-08,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,400,PEO-H__0156,PE O-18:1_22:1,0.007991074819854017,False,False,False,2.262959714602355e-23,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,401,PEO-H__0157,PE O-18:1_22:2,0.0025508277201482686,False,False,False,2.158039016330384e-26,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,403,PEO-H__0159,PE O-18:1_22:4,0.012949301898480179,True,True,False,2.9338510452781094e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,407,PEO-H__0178,PE O-18:2_20:1,0.0035838057508781117,False,False,False,1.0848431179883263e-26,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,408,PEO-H__0179,PE O-18:2_20:2,0.0027420808409843013,False,False,False,4.125764850280115e-23,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,409,PEO-H__0180,PE O-18:2_20:3,0.024356778912875642,False,False,False,3.1960341777955224e-22,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,410,PEO-H__0181,PE O-18:2_20:4,0.0028833349276095525,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,412,PEO-H__0184,PE O-18:2_22:1,0.013475587927291572,True,True,False,6.362915885670319e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,413,PEO-H__0185,PE O-18:2_22:2,0.0027649901369097203,True,True,False,3.766763159067104e-08,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,414,PEO-H__0186,PE O-18:2_22:3,0.006324901994796429,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,415,PEO-H__0187,PE O-18:2_22:4,0.015995244824606167,True,True,False,3.360595940784573e-08,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,417,PEO-H__0189,PE O-18:2_22:6,0.0029297212177509108,False,False,False,5.204512544535607e-27,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,418,PEO-H__0205,PE O-18:3_20:0,0.004858511614243049,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,420,PEO-H__0207,PE O-18:3_20:2,0.002980025207466369,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,421,PEO-H__0208,PE O-18:3_20:3,0.01802518437775875,True,True,False,1.696836985701195e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,422,PEO-H__0211,PE O-18:3_22:0,0.001265094159713315,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,423,PEO-H__0212,PE O-18:3_22:1,0.0022666715881846954,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,424,PEO-H__0213,PE O-18:3_22:2,0.012236272768743572,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,425,PEO-H__0214,PE O-18:3_22:3,0.0044483661553346605,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,426,PEO-H__0215,PE O-18:3_22:4,0.016879268552422787,False,False,False,7.76280634962676e-24,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,427,PEO-H__0216,PE O-18:3_22:5,0.010488168781002841,True,True,False,5.832715569114737e-08,D0,125,True
