dataset,lipid_name,lipid_class,X_hat,reported_candidate_indices,rho_zero,retained_by_legacy_rho,joint_score,retained_by_joint_pool,retained_by_joint_dev5,retained_by_joint_dev1,molecular_truth
NNLS_PARTIAL_4500,PE O-18:0_22:6,PE,0.002867720582462564,[235],0.0,False,0.27630322129252005,False,False,False,
NNLS_PARTIAL_4500,PE O-18:1_20:1,PE,0.00923076084780324,[236],3.0264265849368767e-07,False,0.9515933378890579,True,True,False,
NNLS_PARTIAL_4500,PE O-18:1_20:2,PE,0.002030808496695398,[237],0.0,False,0.0858930465288909,False,False,False,
NNLS_PARTIAL_4500,PE O-18:1_20:4,PE,0.08190485228238524,[239],0.0011441976961459226,True,0.9991122016819663,True,True,True,
NNLS_PARTIAL_4500,PE O-18:1_22:4,PE,0.011355809480430456,[244],0.0,False,0.9253688879418807,True,True,False,
NNLS_PARTIAL_4500,PE O-18:1_22:5,PE,0.0017193269476689845,[245],0.0,False,0.034239566857612876,False,False,False,
NNLS_PARTIAL_4500,PE O-18:1_22:6,PE,0.04710423061840872,[246],0.001832565857962544,True,0.9998392947911667,True,True,True,
NNLS_PARTIAL_4500,PE O-20:1_18:2,PE,0.0019285387399521723,[248],0.0,False,0.04476381490015103,False,False,False,
NNLS_PARTIAL_4500,PE O-18:2_22:4,PE,0.016171945615986918,[256],0.0,False,0.9662239937604856,True,True,True,
NNLS_PARTIAL_4500,PE O-18:2_22:5,PE,0.0016537134732175723,[257],4.805003211171027e-06,False,0.03190549863318086,False,False,False,
NNLS_PARTIAL_4500,PE O-18:2_22:6,PE,0.026668758561792856,[258],0.0002933056357237929,False,0.9988182058242956,True,True,True,
NNLS_PARTIAL_4500,PE O-18:3_22:0,PE,0.001681956059462891,[260],3.284360508134398e-06,False,0.0351089124896974,False,False,False,
NNLS_PARTIAL_4500,PE O-18:3_22:6,PE,0.0064695594827456565,[264],2.5175131283712554e-05,False,0.8451095704932873,True,True,False,
NNLS_PARTIAL_4500,PE O-20:0_20:4,PE,0.0034298908555845933,[267],1.4714155344993335e-05,False,0.42295211512588327,False,False,False,
NNLS_PARTIAL_4500,PE O-20:1_20:4,PE,0.023857456209429275,[271],0.00020889701313465392,False,0.9938018604646144,True,True,True,
NNLS_PARTIAL_4500,PE O-20:2_20:4,PE,0.008433296286201666,[274],2.6870462455272714e-05,False,0.9537654723651751,True,True,False,
NNLS_PARTIAL_4500,PE O-20:3_20:4,PE,0.0216048283743653,[276],7.615184451565365e-05,False,0.9822682505217467,True,True,True,
